symbols,desc,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
CXCL8,C-X-C motif chemokine ligand 8,8.655627977978142e-119,-1.344352058011543,0.214,0.832,1.517850922218247e-114
IGLL5,immunoglobulin lambda like polypeptide 5,6.636695528336323e-90,1.3043098708011895,0.614,0.134,1.1638109278490576e-85
GNLY,granulysin,3.856109121934292e-60,-0.7392087208767728,0.179,0.629,6.762072956223974e-56
GIMAP4,"GTPase, IMAP family member 4",1.3133268639109327e-54,0.9157952362747215,0.793,0.382,2.303049988554212e-50
LINGO1,leucine rich repeat and Ig domain containing 1,1.5311922285853532e-48,-0.53759724331462,0.039,0.389,2.6850986920472754e-44
PI3,peptidase inhibitor 3,2.6088436028996313e-36,-0.43146129294085983,0.004,0.258,4.5748681420447933e-32
KCNQ5,potassium voltage-gated channel subfamily Q member 5,2.286419401981384e-33,-1.1689046581019706,0.087,0.385,4.009465063314555e-29
TYROBP,transmembrane immune signaling adaptor TYROBP,5.069515753744835e-32,-0.6651802660473234,0.185,0.512,8.889902825766942e-28
FKBP5,FKBP prolyl isomerase 5,3.1595712915248947e-31,1.0599359117807658,0.887,0.738,5.5406242168180554e-27
ATP8B4,ATPase phospholipid transporting 8B4 (putative),7.829361351727975e-31,-0.7561078552979386,0.113,0.412,1.3729568066390177e-26
IL32,interleukin 32,9.991715319289763e-30,0.7238629731701143,0.97,0.848,1.7521471983906529e-25
SON,SON DNA and RNA binding protein,1.4128641903668074e-29,0.4807502802760779,0.991,0.923,2.4775986442272333e-25
HMGN1,high mobility group nucleosome binding domain 1,1.5246390894382953e-28,0.5412966749205279,0.933,0.802,2.6736071072389948e-24
RACK1,receptor for activated C kinase 1,1.5864871991456246e-28,0.5356861515045046,0.993,0.973,2.7820639524217673e-24
AFF3,ALF transcription elongation factor 3,1.5737036250984574e-27,-0.7012112045456134,0.37,0.687,2.759646676972655e-23
HLA-DRA,"major histocompatibility complex, class II, DR alpha",3.790577684965684e-26,-0.4936028385481554,0.261,0.536,6.647157028355824e-22
CSTB,cystatin B,7.302924434022921e-26,0.5224265363003819,0.81,0.595,1.2806408287502594e-21
SPTBN1,"spectrin beta, non-erythrocytic 1",2.6888399346625703e-25,-0.7408700773980997,0.42,0.649,4.715149709424283e-21
