symbols,desc,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
CXCL8,C-X-C motif chemokine ligand 8,8.097688444103482e-22,-3.2720826624287342,0.373,0.875,1.4200106455579864e-17
NCAM1,neural cell adhesion molecule 1,9.739698477006754e-14,1.2477086746049575,0.573,0.145,1.7079535249279046e-9
IL7R,interleukin 7 receptor,1.0915270088249666e-13,-0.7948855700953876,0.093,0.635,1.9141017626754613e-9
IGLL5,immunoglobulin lambda like polypeptide 5,2.6093236171482785e-12,1.4786535985748155,0.52,0.175,4.575709895031221e-8
LINGO1,leucine rich repeat and Ig domain containing 1,1.6926912045812874e-10,-1.0197846520144522,0.133,0.545,2.9683032963537456e-6
CD247,CD247 molecule,1.3577688027746507e-8,-0.940313597145969,0.093,0.485,2.3809833725456275e-4
IL1R1,interleukin 1 receptor type 1,2.2353741729767826e-8,-0.8266232557623829,0.053,0.415,3.919952149732086e-4
PI3,peptidase inhibitor 3,2.3840237231301735e-8,-1.0751272468980608,0.013,0.345,4.1806240008810725e-4
CFI,complement factor I,7.965991792937472e-8,0.4285840311167916,0.267,0.045,0.001396916320809515
KLRB1,killer cell lectin like receptor B1,8.25008385755293e-8,-1.1355149706564809,0.12,0.48,0.0014467347052604816
MX1,MX dynamin like GTPase 1,1.214670410513962e-7,0.4898914939630572,0.773,0.385,0.0021300460318772834
SKAP1,src kinase associated phosphoprotein 1,1.4705195625123972e-7,-1.0680453874230988,0.053,0.395,0.0025787031048217397
RNASEK-C17orf49,RNASEK-C17orf49 readthrough,1.5793449599180934e-7,0.2747162108814293,0.213,0.025,0.0027695393217123687
TXK,TXK tyrosine kinase,3.87481727972776e-7,-0.9883933803520164,0.093,0.435,0.0067948795817306
DOCK4,dedicator of cytokinesis 4,4.521442628175734e-7,-1.1037954123723006,0.107,0.42,0.007928801792768966
CD69,CD69 molecule,7.214958277940625e-7,-0.960001932068081,0.12,0.445,0.012652150836196679
S100A8,S100 calcium binding protein A8,9.798435488439456e-7,-0.3496525778323183,0.227,0.555,0.017182536472527432
XCL2,X-C motif chemokine ligand 2,1.0593225755098238e-6,-0.6820611888262377,0.027,0.31,0.01857628068414027
CD96,CD96 molecule,3.941128690234639e-6,-0.8933440637705706,0.053,0.34,0.06911163271195463
PCDH9,protocadherin 9,4.279903565385071e-6,-1.1759995158519967,0.027,0.29,0.0750523889225926
G0S2,G0/G1 switch 2,7.5252532620673635e-6,-0.985746016319758,0.107,0.385,0.1319628412036133
IL23R,interleukin 23 receptor,7.631534983868627e-6,-0.44354274613393335,0.013,0.255,0.13382659747712025
ETS1,"ETS proto-oncogene 1, transcription factor",7.803087944569426e-6,-0.7013490752722956,0.213,0.525,0.13683495019596945
CSTB,cystatin B,9.00661923963813e-6,0.838403358316834,0.84,0.76,0.15794007498629423
GK,glycerol kinase,1.0352666237218752e-5,-1.150198596598302,0.307,0.6,0.18154435513586803
OSCAR,osteoclast associated Ig-like receptor,1.0574997770234159e-5,0.5088595216353645,0.373,0.14,0.1854431608988262
IRAK3,interleukin 1 receptor associated kinase 3,1.2189189263574358e-5,-0.4053441030749997,0.12,0.405,0.21374962292603994
CD2,CD2 molecule,1.4325040267649818e-5,-0.27712406075391405,0.053,0.32,0.2512039061335072
CST3,cystatin C,1.697038063679843e-5,1.219620912751143,0.973,0.99,0.29759259484689726
DNMT3A,DNA methyltransferase 3 alpha,1.7934787994615466e-5,-0.4561074350447323,0.04,0.28,0.3145044422735768
ATF5,activating transcription factor 5,2.0851903847406232e-5,0.4749382049048063,0.68,0.375,0.3656589858681157
SERPINB1,serpin family B member 1,2.1753464686560146e-5,0.4120902152285071,0.96,0.775,0.3814687567435187
CRY1,cryptochrome circadian regulator 1,2.6006536180061116e-5,-0.5849625007211563,0.067,0.315,0.4560506184535517
KRT86,keratin 86,2.929747277397981e-5,-0.3817093232127793,0.013,0.23,0.5137604825645099
TNIK,TRAF2 and NCK interacting kinase,2.9373896664679516e-5,-0.8252768300548666,0.027,0.25,0.51510065191182
LENG8,leukocyte receptor cluster member 8,2.960925710944045e-5,-0.5455323558926184,0.253,0.52,0.5192279326711478
YBEY,ybeY metalloendoribonuclease,3.152740882628082e-5,0.3706433799203904,0.56,0.295,0.5528646411776604
MNDA,myeloid cell nuclear differentiation antigen,3.359911036083521e-5,0.664757551831757,0.827,0.665,0.5891939992876063
C15orf48,chromosome 15 open reading frame 48,3.53101875302786e-5,-1.3068952799298879,0.347,0.635,0.6191994485309655
SHOC1,shortage in chiasmata 1,3.5976888892622556e-5,-0.9002422195991528,0.12,0.36,0.6308907236210292
XCL1,X-C motif chemokine ligand 1,3.611597628129527e-5,-0.4065312819984612,0.053,0.295,0.6333297600687938
TBC1D4,TBC1 domain family member 4,3.7203190947105705e-5,-1.2045711442492038,0.387,0.585,0.6523951564484456
HLA-DQB1,"major histocompatibility complex, class II, DQ beta 1",4.018719901299507e-5,0.6837912622787679,0.973,0.965,0.7047227218918816
SYCP2L,synaptonemal complex protein 2 like,4.060587782314158e-5,-0.726831217032493,0,0.195,0.7120646735066107
GOLGA8A,golgin A8 family member A,4.334149648599284e-5,-0.7788829832324469,0.24,0.49,0.7600364823783704
TNIP1,TNFAIP3 interacting protein 1,4.54517615175259e-5,-0.8122537214704432,0.427,0.64,0.7970420899713342
CD7,CD7 molecule,4.643719851256331e-5,-0.3258220109918535,0.067,0.315,0.8143227131163102
CEP135,centrosomal protein 135,4.9834280781245345e-5,-0.9303072600396864,0.213,0.46,0.8738939477799184
