symbols,desc,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
IGLL5,immunoglobulin lambda like polypeptide 5,4.2550627183609614e-45,2.029622068557276,0.828,0.175,7.461677982917782e-41
FKBP5,FKBP prolyl isomerase 5,4.133832443239963e-37,2.143329093051035,1,0.887,7.249088572465599e-33
SRGAP1,SLIT-ROBO Rho GTPase activating protein 1,7.909189991434462e-33,2.6279656149661035,0.803,0.241,1.3869555568979473e-28
SLC1A3,solute carrier family 1 member 3,2.691385805103993e-32,2.892731324308869,0.822,0.34,4.719614147830362e-28
HLA-DRB5,"major histocompatibility complex, class II, DR beta 5",4.363821537309185e-31,2.254253180531521,0.962,0.882,7.652397447825386e-27
INSR,insulin receptor,1.8796363464575256e-29,1.9331843476191688,0.924,0.524,3.296130297147917e-25
CXCL8,C-X-C motif chemokine ligand 8,9.280497540981388e-29,-1.3002349830943607,0.389,0.868,1.6274280487864962e-24
PSTPIP2,proline-serine-threonine phosphatase interacting protein 2,1.3683122787223965e-27,1.5352837379618038,0.955,0.632,2.3994724119675945e-23
CD163,CD163 molecule,8.974926677124077e-27,1.622182864817769,0.739,0.208,1.5738431421004782e-22
ETS2,"ETS proto-oncogene 2, transcription factor",4.913999372242672e-26,1.4236377849625073,0.955,0.646,8.61718929916475e-22
PLIN2,perilipin 2,2.092337814867686e-25,1.4267863987128977,0.79,0.311,3.669123592151974e-21
SRGAP2B,SLIT-ROBO Rho GTPase activating protein 2B,2.8254964014286644e-25,1.4316976010750704,0.981,0.679,4.954790489545306e-21
SRGAP2,SLIT-ROBO Rho GTPase activating protein 2,6.401965833102196e-22,1.1767055248672285,1,0.802,1.122648728492801e-17
CHKA,choline kinase alpha,3.990541193291263e-21,1.3190487484537161,0.892,0.566,6.997813036555559e-17
ITGB2,integrin subunit beta 2,5.1604782088478995e-21,0.991631509362819,0.994,0.882,9.049414587035677e-17
CCND3,cyclin D3,3.743797700359303e-20,1.04517893941539,0.943,0.59,6.565123647350074e-16
GIMAP4,"GTPase, IMAP family member 4",1.0714395141586703e-19,1.112413644084036,0.713,0.297,1.8788763320286443e-15
PER1,period circadian regulator 1,6.531477661411203e-19,0.777947877059018,0.745,0.278,1.1453599227050686e-14
MT-ATP6,NA,1.0105039291916263e-18,0.9168729456840339,1,1,1.772019690230436e-14
CD247,CD247 molecule,3.97829310493072e-18,-1.8640862049529987,0.032,0.439,6.9763347888065106e-14
CSTB,cystatin B,4.502431241564036e-18,1.0088293683074898,0.968,0.811,7.895463425206694e-14
MT2A,metallothionein 2A,4.867146696293776e-18,1.9500139054204564,0.758,0.321,8.535028446620765e-14
ATP5PF,ATP synthase peripheral stalk subunit F6,7.175996190156084e-18,0.9071689079230327,0.968,0.778,1.258382691905771e-13
FOXN2,forkhead box N2,1.2457365933839998e-17,1.0118622520203147,0.955,0.67,2.184523690158182e-13
HIPK2,homeodomain interacting protein kinase 2,1.3066081699777125e-17,1.0248952987251752,0.955,0.698,2.291268086872917e-13
LGALS2,galectin 2,2.2406607677671873e-17,1.063823602311674,0.981,0.844,3.92922272235654e-13
MT-CO2,NA,2.3687561902772807e-17,0.8130910006217649,1,1,4.1538508552702394e-13
CHPT1,choline phosphotransferase 1,2.5658145835295306e-17,1.178899517910422,0.904,0.599,4.499412453677385e-13
KLF9,KLF transcription factor 9,3.951552172272592e-17,0.8276562737239311,0.822,0.396,6.929441889297217e-13
DEPTOR,DEP domain containing MTOR interacting protein,5.3187399727133507e-17,1.5456207305378205,0.631,0.241,9.32694241615013e-13
LINGO1,leucine rich repeat and Ig domain containing 1,5.697948284617987e-17,-0.7890927156648758,0.127,0.538,9.991922111906102e-13
MT-CYB,NA,6.823424471397908e-17,0.848186696886966,1,0.995,1.1965557153043372e-12
PTEN,phosphatase and tensin homolog,1.1631397562573602e-16,1.0555330837465018,0.994,0.84,2.039681876572907e-12
DBI,"diazepam binding inhibitor, acyl-CoA binding protein",1.2030357596326642e-16,1.0233924456246708,0.943,0.783,2.1096435080918397e-12
GNLY,granulysin,1.7384437868194069e-16,-1.042184318251091,0.248,0.651,3.048535024566512e-12
RIN2,Ras and Rab interactor 2,2.4525958648599956e-16,1.3957240242220097,0.815,0.467,4.3008721086184885e-12
TBC1D8,TBC1 domain family member 8,2.8470736595398283e-16,1.296576408717509,0.854,0.557,4.992628369369043e-12
GCLC,glutamate-cysteine ligase catalytic subunit,3.9779812398462165e-16,1.016030659094146,0.86,0.557,6.975787902194325e-12
ATP5PO,ATP synthase peripheral stalk subunit OSCP,5.943695855971694e-16,0.8298632662380034,0.936,0.708,1.0422865053031962e-11
